ranking,fund_short_name,fund_company,investment_strategy,lastest_NAV,cumulative_return,recent_month_return,annalized_return,sharpe_ratio,year_rating
1251,巨牛佳禾一号,广东巨牛投资,复合策略,"0.9660
2017-10-27",-3.70%,0.84%,--,--,Not provided
1252,大岩定增-平安银行2号四期五期,大岩资本,事件驱动,"0.9510
2017-10-20",-3.40%,0.84%,--,--,Not provided
1253,源乘二号,源乘投资,固定收益,"1.1110
2017-10-27",8.90%,0.83%,--,--,3out of 5
1254,淘利策略指数进取2号,淘利资产,管理期货,"1.5337
2017-10-20",103.57%,0.83%,--,--,4out of 5
1255,泛融金东方红3号,泛融金资产,组合策略,"1.1411
2017-10-20",14.04%,0.83%,--,--,5out of 5
1256,航长强债,航长投资,固定收益,"1.1170
2017-10-13",9.80%,0.83%,--,--,Not provided
1257,宏长泰二号,宏长泰投资,相对价值,"1.0517
2017-10-27",6.19%,0.83%,--,--,Not provided
1258,泛融金-太极3号,泛融金资产,组合策略,"1.1090
2017-10-20",10.30%,0.82%,--,--,4out of 5
1259,第二基金中国300指数基金,第二基金,相对价值,"1.2997
2017-10-25",24.24%,0.82%,--,--,4out of 5
1260,紫金麦田收获9号,拾麦资产,相对价值,"1.1580
2017-10-27",11.00%,0.82%,--,--,Not provided
1261,星辰之申毅多策略,申毅投资,相对价值,"1.0533
2017-10-20",4.85%,0.82%,--,--,Not provided
1262,长流稳进八号,长流资本,固定收益,"1.0582
2017-10-27",4.97%,0.82%,--,--,Not provided
1263,鸣熙致远一号,鸣熙资产,管理期货,"1.2067
2017-10-20",21.47%,0.81%,--,--,Not provided
1264,大岩定增-鹏华7号,大岩资本,事件驱动,"0.4930
2017-10-27",-1.42%,0.81%,--,--,Not provided
1265,蓝鲸稳健增利债券,蓝鲸投资,固定收益,"1.0328
2017-10-27",1.72%,0.81%,--,--,Not provided
1266,瑞诚时代周期1号,瑞诚时代投资,固定收益,"1.0483
2017-10-27",4.38%,0.81%,--,--,Not provided
1267,量鑫套利,量鑫投资,相对价值,"1.2560
2017-10-27",24.90%,0.81%,--,--,2out of 5
1268,侏罗纪超龙7号,侏罗纪资产,固定收益,"1.0506
2017-10-27",3.78%,0.81%,--,--,Not provided
1269,微观世界量化对冲一号,微观世界,相对价值,"1.1520
2017-10-27",37.49%,0.81%,--,--,4out of 5
1270,子午尊享睿进,子午投资,复合策略,"1.0465
2017-10-27",4.20%,0.80%,--,--,Not provided
1271,花开富贵FOF基金,本地资本,组合策略,"1.0060
2017-09-29",0.60%,0.80%,--,--,2out of 5
1272,合信稳赢,合信投资,固定收益,"1.0532
2017-10-27",5.64%,0.80%,--,--,Not provided
1273,衍盛全天候,衍盛资产管理,管理期货,"0.9940
2017-10-27",0.80%,0.80%,--,--,Not provided
1274,谦颐高收益债2号,谦颐资产,固定收益,"1.0150
2017-10-20",0.80%,0.80%,--,--,Not provided
1275,翔云精细量化九号,翔云资产,相对价值,"1.0060
2017-10-27",0.90%,0.80%,--,--,Not provided
1276,前海道简量化多策略5号,道简资产,相对价值,"1.1997
2017-10-27",18.96%,0.80%,--,--,5out of 5
1277,搏股通金(泓湖)宏观对冲6号,泓湖投资,宏观策略,"1.1370
2017-10-20",14.00%,0.80%,--,--,2out of 5
1278,泛融金-太极2号,泛融金资产,组合策略,"1.2373
2017-10-20",23.02%,0.79%,--,--,3out of 5
1279,金柏2期,大柏地投资,宏观策略,"1.0176
2017-10-27",0.23%,0.79%,--,--,Not provided
1280,泓信全景七号量化多策略,泓信投资,复合策略,"0.9617
2017-10-27",1.81%,0.79%,--,--,Not provided
1281,白鹭博学一期,白鹭资管,复合策略,"1.1660
2017-10-19",14.60%,0.79%,--,--,Not provided
1282,搏股通金17(大岩资本)组合定增4号一期,大岩资本,事件驱动,"0.8870
2017-10-27",-10.60%,0.79%,--,--,Not provided
1283,搏股通金17(大岩资本)组合定增4号二期,大岩资本,事件驱动,"0.8870
2017-10-27",-10.60%,0.79%,--,--,Not provided
1284,蓝鲸强债稳进11号,蓝鲸投资,固定收益,"1.0350
2017-10-27",2.40%,0.79%,--,--,Not provided
1285,品正理翔量化CTA,品正资产,管理期货,"1.1341
2017-10-27",12.74%,0.79%,--,--,4out of 5
1286,熠生定增拾玖号,永安基金,事件驱动,"1.0300
2017-10-27",2.50%,0.79%,--,--,Not provided
1287,一米FOF基金,北京一米投资,管理期货,"1.0290
2017-10-27",2.50%,0.79%,--,--,Not provided
1288,因诺兴泰1号,因诺资产,复合策略,"1.0124
2017-09-29",1.24%,0.79%,--,--,Not provided
1289,正则基金,领望投资,复合策略,"1.2854
2017-10-20",27.00%,0.79%,--,--,3out of 5
1290,海棠-阿比特量化对冲1号,阿比特资本,相对价值,"1.0536
2017-09-29",5.36%,0.78%,--,--,Not provided
1291,凯聪多策略对冲1号,凯聪投资,复合策略,"1.1570
2017-10-27",15.70%,0.78%,--,--,4out of 5
1292,光明一号,喜贤资产,复合策略,"1.0480
2017-10-27",3.00%,0.78%,--,--,Not provided
1293,朴石成长2期,朴石投资,复合策略,"1.1600
2017-09-29",16.00%,0.78%,--,--,3out of 5
1294,大岩定增3号M,大岩资本,事件驱动,"1.0270
2017-10-27",3.20%,0.78%,--,--,Not provided
1295,财富策略1号,惠丰资产,相对价值,"1.1415
2017-10-27",11.17%,0.78%,--,--,4out of 5
1296,国道拾麦9号,国道基金,复合策略,"1.2430
2017-10-27",16.50%,0.78%,--,--,Not provided
1297,合信安胜,合信投资,固定收益,"1.0522
2017-10-27",4.99%,0.78%,--,--,Not provided
1298,然成启航套利一号,然成资管,相对价值,"1.0310
2017-10-27",3.70%,0.78%,--,--,Not provided
1299,喜世润盈喜5号,喜世润投资,相对价值,"1.1765
2017-10-20",12.79%,0.78%,--,--,4out of 5
1300,滨海-龙腾6号,滨海天地,管理期货,"0.9952
2017-10-27",0.03%,0.78%,--,--,Not provided
1301,资舟观复,深圳资舟资产,组合策略,"1.1589
2017-10-20",14.39%,0.78%,--,--,5out of 5
1302,知几投资多策略1期,知几资产,复合策略,"1.3480
2017-10-27",30.40%,0.77%,--,--,5out of 5
1303,百泉二号,百泉投资,复合策略,"0.9974
2017-10-20",-1.02%,0.77%,--,--,Not provided
1304,汇升稳进七号,汇鸿汇升,相对价值,"0.9804
2017-10-11",-1.84%,0.77%,--,--,Not provided
1305,祥东投资进取5号,祥东投资,管理期货,"1.2603
2017-10-27",24.59%,0.77%,--,--,Not provided
1306,汇艾-稳健1号,汇艾资产,管理期货,"1.0160
2017-10-27",39.82%,0.77%,--,--,4out of 5
1307,泛融金-东方红2号,泛融金资产,组合策略,"1.2512
2017-10-13",24.65%,0.77%,--,--,5out of 5
1308,兴业信托-鹏扬10期,鹏扬投资,固定收益,"1.0288
2017-10-20",2.45%,0.77%,--,--,2out of 5
1309,双隆-隆泽3号,双隆投资,固定收益,"1.0336
2017-10-23",2.52%,0.77%,--,--,Not provided
1310,金汇瑞合陆号,宝菲特,事件驱动,"0.9106
2017-10-27",-7.64%,0.76%,--,--,Not provided
1311,金汇瑞和柒号,宝菲特,事件驱动,"0.9106
2017-10-27",-7.64%,0.76%,--,--,Not provided
1312,牟合资产-江苏量化混合策略子3号,牟合资产,复合策略,"1.0208
2017-10-27",0.73%,0.76%,--,--,Not provided
1313,泽远多策略基金,蓝鲸投资,固定收益,"1.0161
2017-10-27",2.71%,0.76%,--,--,Not provided
1314,千象11期,千象资产,管理期货,"1.1788
2017-09-22",17.88%,0.75%,--,--,4out of 5
1315,泰观恒五岳3号,北京泰观恒投资,固定收益,"1.1025
2017-09-29",14.84%,0.75%,--,--,3out of 5
1316,砥俊期权1号,砥俊资产,管理期货,"1.0087
2017-10-20",0.08%,0.74%,--,--,Not provided
1317,羽翰趋势策略对冲8号,羽翰资产,管理期货,"1.0841
2017-09-27",8.41%,0.74%,--,--,Not provided
1318,华软新动力优势十期,华软新动力,组合策略,"1.1340
2017-10-27",12.52%,0.74%,--,--,3out of 5
1319,东方红6号基金,泛融金资产,组合策略,"1.0930
2017-10-20",8.50%,0.74%,--,--,Not provided
1320,数博内鑫量化4号,数博投资,管理期货,"1.0540
2017-10-27",1.60%,0.74%,--,--,Not provided
1321,财富趋势1号,惠丰资产,相对价值,"1.0879
2017-10-30",6.02%,0.74%,--,--,4out of 5
1322,双隆多元混合1号,双隆投资,复合策略,"1.0498
2017-10-23",5.06%,0.74%,--,--,Not provided
1323,弘信惠丰价值优选1号,惠丰资产,相对价值,"1.0650
2017-09-25",6.50%,0.74%,--,--,4out of 5
1324,红榕财通FOF2期,红榕资本,组合策略,"1.0250
2017-10-13",2.41%,0.74%,--,--,Not provided
1325,子午薛定谔九号,子午投资,复合策略,"1.0410
2017-10-20",13.63%,0.73%,--,--,4out of 5
1326,智赢一号,红猫资产,管理期货,"1.0908
2017-10-27",25.54%,0.73%,--,--,5out of 5
1327,蓝鲸强债稳进6号,蓝鲸投资,固定收益,"1.0426
2017-10-27",3.25%,0.73%,--,--,Not provided
1328,金犇红荔2号,金犇投资,复合策略,"1.0091
2017-10-20",2.61%,0.73%,--,--,Not provided
1329,中钢多策略2期,中钢投资,相对价值,"1.2520
2017-10-27",24.50%,0.73%,--,--,3out of 5
1330,星惠同舟,星惠资产,管理期货,"1.5250
2017-09-29",52.50%,0.73%,--,--,2out of 5
1331,雷根久盈,雷根资产,复合策略,"1.1150
2017-10-26",11.00%,0.73%,--,--,3out of 5
1332,元鑫恒源8号,元鑫资本,复合策略,"1.0613
2017-10-27",4.12%,0.73%,--,--,Not provided
1333,大岩定增-海富通1号,大岩资本,事件驱动,"0.9600
2017-10-20",-2.80%,0.73%,--,--,Not provided
1334,外贸信托-数博量化期货套利,数博投资,相对价值,"0.9946
2017-10-27",-1.34%,0.72%,--,--,Not provided
1335,兆达新时代1号,广东易赞投资,管理期货,"1.0173
2017-10-27",1.45%,0.72%,--,--,Not provided
1336,华宝信托-源贝展源FOF,源贝资产,组合策略,"1.0636
2017-10-20",4.73%,0.72%,--,--,2out of 5
1337,善翔多策略稳赢1号,善翔资本,复合策略,"1.1790
2017-10-27",18.83%,0.72%,--,--,3out of 5
1338,达仁安享盈和1号,达仁资管,固定收益,"1.0494
2017-10-13",5.37%,0.72%,--,--,Not provided
1339,期旺翼牛1号,翼牛资产,复合策略,"1.1150
2017-10-27",12.60%,0.72%,--,--,Not provided
1340,雅林一号,勾陈资产,相对价值,"1.3021
2017-10-27",31.05%,0.71%,--,--,4out of 5
1341,格上创富8期,格上理财,组合策略,"1.0911
2017-10-20",7.15%,0.71%,--,--,4out of 5
1342,南华七禾言起全球1号,言起投资,复合策略,"1.1832
2017-10-20",18.87%,0.71%,--,--,4out of 5
1343,牧鑫2号,牧鑫资产,相对价值,"1.0142
2017-10-27",2.19%,0.71%,--,--,3out of 5
1344,明溪10号,牧鑫资产,相对价值,"1.0231
2017-10-27",4.13%,0.71%,--,--,Not provided
1345,佳禾量化CTA八号,佳禾资产,管理期货,"0.9729
2017-10-20",-1.37%,0.70%,--,--,Not provided
1346,繸子稳健2期FOF,繸子财富,组合策略,"1.0040
2017-10-13",0.20%,0.70%,--,--,3out of 5
1347,泛融金东方红4号,泛融金资产,组合策略,"1.1533
2017-10-20",20.94%,0.70%,--,--,5out of 5
1348,大岩定增-君信1号一期二期,大岩资本,事件驱动,"0.9196
2017-10-20",-6.73%,0.70%,--,--,Not provided
1349,无花果量化对冲10号,无花果,相对价值,"1.0190
2017-10-20",0.50%,0.70%,--,--,Not provided
1350,易则全球宏观二号,易则投资,宏观策略,"1.0120
2017-10-27",0.70%,0.70%,--,--,Not provided
1351,呈瑞宏观对冲2号,呈瑞投资,相对价值,"1.0565
2017-10-27",5.07%,0.70%,--,--,Not provided
1352,冠石聚富三号,冠石资产,固定收益,"1.1530
2017-09-06",15.30%,0.70%,--,--,1out of 5
1353,中鼎创富量化三期,中鼎创富,管理期货,"1.0120
2017-09-22",1.20%,0.70%,--,--,3out of 5
1354,真鑫事件驱动,真鑫资产,事件驱动,"1.0060
2017-10-20",1.20%,0.70%,--,--,Not provided
1355,融智MOM多策略精选1期,排排网投资,组合策略,"1.0150
2017-10-20",1.40%,0.70%,--,--,2out of 5
1356,七禾新优选1号,七禾新资管,管理期货,"1.1003
2017-10-13",8.67%,0.70%,--,--,3out of 5
1357,冲和七号六期,冲和资产,相对价值,"1.0080
2017-10-27",1.50%,0.69%,--,--,Not provided
1358,瑞天优质企业精选2号,瑞天投资,复合策略,"1.0210
2017-09-29",2.10%,0.69%,--,--,Not provided
1359,烜鼎启元一号,烜鼎资产,复合策略,"1.0070
2017-10-30",5.37%,0.69%,--,--,3out of 5
1360,盛世开元6号,盛世资产,管理期货,"1.0220
2017-09-22",2.20%,0.69%,--,--,2out of 5
1361,信达征途稳利债量化1号,征途投资,固定收益,"1.0230
2017-10-27",11.20%,0.69%,--,--,Not provided
1362,领源春天二号,领源投资,事件驱动,"1.0430
2017-10-23",2.70%,0.69%,--,--,Not provided
1363,智策1号,领新投资,组合策略,"1.0156
2017-10-25",4.64%,0.69%,--,--,Not provided
1364,工场煦熙一号,斯诺波投资,复合策略,"1.0290
2017-09-28",2.90%,0.68%,--,--,Not provided
1365,长流稳进九号,长流资本,固定收益,"1.0430
2017-10-27",3.20%,0.68%,--,--,Not provided
1366,量道风云1号,深圳量道投资,复合策略,"1.0100
2017-10-20",3.20%,0.68%,--,--,Not provided
1367,茂典8号,茂典资产,固定收益,"1.0444
2017-10-26",12.67%,0.68%,--,--,5out of 5
1368,华宝信托-源贝思源2号,源贝资产,组合策略,"0.8703
2017-10-20",-14.27%,0.68%,--,--,2out of 5
1369,九坤量化混合6号,九坤投资,复合策略,"1.0560
2017-10-27",3.80%,0.68%,--,--,Not provided
1370,蓝鲸强债稳进1号,蓝鲸投资,固定收益,"1.1970
2017-10-27",18.80%,0.68%,--,--,4out of 5
1371,朝阳对冲精选1号,向日葵,组合策略,"1.0956
2017-09-26",9.56%,0.67%,--,--,5out of 5
1372,平稳基金,第二基金,相对价值,"1.2150
2017-10-25",20.10%,0.67%,--,--,5out of 5
1373,FOF致胜9号,言起投资,组合策略,"1.0068
2017-10-20",0.66%,0.67%,--,--,Not provided
1374,同梦三号,坤元资产,组合策略,"1.0570
2017-10-20",12.73%,0.67%,--,--,3out of 5
1375,东晟1号,合晟资产,固定收益,"1.0690
2017-10-19",5.20%,0.67%,--,--,Not provided
1376,兴晟1号,合晟资产,固定收益,"1.0650
2017-10-27",12.46%,0.67%,--,--,3out of 5
1377,牟合资产方田6号,牟合资产,管理期货,"1.0640
2017-10-27",5.70%,0.67%,--,--,3out of 5
1378,茂典阳光专享25期,茂典资产,固定收益,"1.0640
2017-10-26",5.70%,0.67%,--,--,Not provided
1379,小黑妞铸金2号,小黑妞资产,管理期货,"1.0640
2017-09-29",6.40%,0.66%,--,--,Not provided
1380,雷根6号,雷根资产,相对价值,"1.8649
2017-10-26",83.21%,0.66%,--,--,5out of 5
1381,珺牛量子3号,珺容资产,管理期货,"1.1383
2017-10-20",14.70%,0.66%,--,--,3out of 5
1382,大岩定增-平安银行3号一期二期,大岩资本,事件驱动,"0.9060
2017-10-20",-8.20%,0.66%,--,--,Not provided
1383,安讯开源,安诚数盈,相对价值,"1.0580
2017-10-27",7.20%,0.66%,--,--,3out of 5
1384,乐正增长,乐正资本,宏观策略,"1.1180
2017-10-27",7.40%,0.66%,--,--,4out of 5
1385,翔云精细量化一号,翔云资产,相对价值,"1.0750
2017-10-27",12.68%,0.66%,--,--,4out of 5
1386,天弘创新稳债久期1期,久期投资,固定收益,"1.0760
2017-09-29",12.79%,0.65%,--,--,2out of 5
1387,兴利-元成1号,元宋投资,复合策略,"0.9210
2017-10-13",-7.70%,0.65%,--,--,Not provided
1388,长安信托-景唐多策略11号,景唐投资,固定收益,"1.0369
2017-10-27",3.12%,0.65%,--,--,Not provided
1389,巨牛乔鑫一号,广东巨牛投资,复合策略,"1.0730
2017-10-27",7.90%,0.65%,--,--,Not provided
1390,隆阳1号,金辇资产,复合策略,"0.9310
2017-09-15",-6.90%,0.65%,--,--,Not provided
1391,信易安稳赢二号,信易安,复合策略,"1.0697
2017-10-27",0.90%,0.65%,--,--,Not provided
1392,融智祥和2号,坚果投资,复合策略,"1.3480
2017-10-27",24.20%,0.65%,--,--,3out of 5
1393,牟合资产方盖10号,牟合资产,管理期货,"1.0951
2017-10-27",8.71%,0.65%,--,--,4out of 5
1394,兴业观云尊享41号,兴佳利业,复合策略,"1.0512
2017-10-27",5.66%,0.65%,--,--,Not provided
1395,中欧盛世国金创新三原色2号1期,国金创新,组合策略,"1.0573
2017-09-29",5.73%,0.65%,--,--,4out of 5
1396,合晟同晖固定收益3号,合晟资产,固定收益,"1.0960
2017-10-20",9.20%,0.65%,--,--,5out of 5
1397,信晟精选债券,合晟资产,固定收益,"1.1100
2017-10-27",10.20%,0.64%,--,--,5out of 5
1398,申毅多策略量化套利3号,申毅投资,相对价值,"1.1090
2017-10-20",10.60%,0.64%,--,--,3out of 5
1399,红猫资管博孚利一号,红猫资产,管理期货,"1.1290
2017-10-27",10.60%,0.64%,--,--,Not provided
1400,金犇红荔1号,金犇投资,复合策略,"1.0095
2017-10-20",1.58%,0.64%,--,--,Not provided
1401,合晟稳盈债券一号,合晟资产,固定收益,"1.1160
2017-10-19",11.20%,0.63%,--,--,3out of 5
1402,正则基金1期,领望投资,管理期货,"1.2421
2017-10-20",22.85%,0.63%,--,--,3out of 5
1403,蓝鲸强债稳进5号,蓝鲸投资,固定收益,"1.0667
2017-10-27",5.59%,0.63%,--,--,Not provided
1404,牟合资产方田1号,牟合资产,管理期货,"1.1200
2017-10-27",16.53%,0.63%,--,--,3out of 5
1405,汇泽领慧FOF1期,中科汇泽,组合策略,"1.0749
2017-09-29",7.49%,0.63%,--,--,3out of 5
1406,淘利稳进1号,淘利资产,相对价值,"1.1748
2017-10-20",19.61%,0.63%,--,--,3out of 5
1407,年年红2期,宁波宁聚,固定收益,"1.2959
2017-10-26",28.86%,0.62%,--,--,4out of 5
1408,天使2号,泛融金资产,组合策略,"1.2653
2017-10-20",25.95%,0.62%,--,--,3out of 5
1409,优诺索朗雍卓,优诺投资,复合策略,"1.0562
2017-10-27",-1.49%,0.62%,--,--,Not provided
1410,雅投行稳健1号,领新投资,组合策略,"1.1420
2017-10-20",13.20%,0.62%,--,--,5out of 5
1411,合晟辰星1号,合晟资产,固定收益,"1.0343
2017-10-20",2.93%,0.62%,--,--,Not provided
1412,幻方永途01号,幻方量化,复合策略,"1.6460
2017-10-26",63.50%,0.62%,--,--,5out of 5
1413,锦成盛宏观策略,锦成盛资产,宏观策略,"1.1690
2017-10-27",14.70%,0.61%,--,--,5out of 5
1414,东方启瑞1号,合晟资产,固定收益,"1.0496
2017-10-26",3.76%,0.61%,--,--,Not provided
1415,野狼博弈冠军7号,鼎信汇金(北京)投资,复合策略,"1.0000
2017-10-27",-0.40%,0.61%,--,--,2out of 5
1416,谦颐优选纯债1号,谦颐资产,固定收益,"1.1028
2017-10-27",9.64%,0.61%,--,--,3out of 5
1417,堃熙源沣,堃熙投资,相对价值,"1.0150
2017-09-22",1.50%,0.60%,--,--,Not provided
1418,巨杉净值线3A号,巨杉资产,复合策略,"1.0230
2017-10-27",0.20%,0.60%,--,--,Not provided
1419,米多资舟瑞丰壹号,深圳资舟资产,组合策略,"1.0317
2017-10-20",1.97%,0.60%,--,--,Not provided
1420,元成莞旗3号,元宋投资,固定收益,"0.9543
2017-10-27",-1.24%,0.60%,--,--,Not provided
1421,日薪月溢基金,艾汐资产,固定收益,"1.0180
2017-10-27",0.70%,0.60%,--,--,Not provided
1422,易生金四号程序化,易生金,相对价值,"1.0100
2017-10-20",0.80%,0.60%,--,--,Not provided
1423,从石华山1号,从石资产,管理期货,"0.8410
2017-09-29",-15.90%,0.60%,--,--,Not provided
1424,洛书旗舰1号多策略,洛书投资,复合策略,"1.0210
2017-10-27",1.20%,0.60%,--,--,Not provided
1425,君信诺金稳健1号,君信投资,复合策略,"1.0170
2017-10-27",1.30%,0.60%,--,--,Not provided
1426,友山汇昇1号,友山基金,复合策略,"1.0190
2017-10-30",1.40%,0.60%,--,--,Not provided
1427,正前方大禹1号债券,正前方金服,固定收益,"1.0697
2017-09-29",6.97%,0.59%,--,--,4out of 5
1428,赞晨五号债券型,赞庚投资,固定收益,"1.0240
2017-10-20",1.90%,0.59%,--,--,Not provided
1429,复兴稳健收益1号,天算量化,固定收益,"1.0170
2017-10-12",2.00%,0.59%,--,--,Not provided
1430,华量数博内鑫增强,数博投资,管理期货,"1.0054
2017-09-29",0.54%,0.59%,--,--,Not provided
1431,天道共赢5号,天道对冲,事件驱动,"1.1137
2017-10-23",11.06%,0.59%,--,--,Not provided
1432,丰利1号基金,巡洋持续,复合策略,"1.0270
2017-10-20",2.60%,0.59%,--,--,Not provided
1433,外贸信托-淳杨富享债券多策略,淳杨投资,固定收益,"1.0100
2017-09-29",1.00%,0.59%,--,--,Not provided
1434,均裕一号,领新投资,组合策略,"1.0400
2017-10-20",3.10%,0.59%,--,--,Not provided
1435,理翔对冲套利,品正资产,相对价值,"1.0547
2017-10-27",4.88%,0.59%,--,--,5out of 5
1436,日盛固收6号,日盛联合资产,固定收益,"1.0350
2017-10-27",3.20%,0.58%,--,--,1out of 5
1437,申毅量化套利种子3号,申毅投资,相对价值,"1.0370
2017-10-20",3.40%,0.58%,--,--,Not provided
1438,拉曼华鑫1号,拉曼资产,固定收益,"1.1063
2017-10-13",10.34%,0.58%,--,--,3out of 5
1439,众壹资产铁树套利1号,众壹资产,相对价值,"1.0390
2017-10-27",3.48%,0.58%,--,--,Not provided
1440,喜世润励春5号,喜世润投资,相对价值,"1.0620
2017-10-20",16.39%,0.58%,--,--,Not provided
1441,赞庚-拉曼三号债券私募基金,赞庚投资,固定收益,"1.0480
2017-10-20",4.30%,0.58%,--,--,3out of 5
1442,国金慧睿多策略-涌峰1号,泓睿投资,复合策略,"1.0720
2017-10-27",6.22%,0.58%,--,--,5out of 5
1443,泽杰二号,三度星和,固定收益,"1.0473
2017-10-20",4.58%,0.58%,--,--,Not provided
1444,同亨日鑫月溢一号,同亨投资,固定收益,"1.0510
2017-10-20",4.60%,0.58%,--,--,Not provided
1445,英卓量化期旺精选,英卓投资(天津),管理期货,"2.2393
2017-10-20",123.81%,0.58%,--,--,3out of 5
1446,兴业信托-佑瑞持优享红利,佑瑞持投资,固定收益,"1.0211
2017-10-20",29.95%,0.57%,--,--,3out of 5
1447,烜鼎启元二号,烜鼎资产,复合策略,"1.0056
2017-10-27",1.89%,0.57%,--,--,3out of 5
1448,混沌天成-红猫1号,红猫资产,管理期货,"1.0671
2017-10-27",5.54%,0.57%,--,--,Not provided
1449,中信信托-安进16期思晔对冲1号,思晔投资,相对价值,"1.1607
2017-10-27",16.46%,0.57%,--,--,4out of 5
